spec_row_key,document_key,Model,Region,Source_lang,Version,Is_Latest,Page,Section,Section_order,Row_order,Row_key,Slot_key,Row_label_source,Row_label_footnote_refs,Line_order,Param_source,Param_footnote_refs,Value_source,Value_footnote_refs,Row_label_fr,Param_fr,Value_fr,Row_label_es,Param_es,Value_es,Row_label_br,Param_br,Value_br,Row_label_de,Param_de,Value_de,Row_label_it,Param_it,Value_it,Row_label_uk,Param_uk,Value_uk,Row_label_ko,Param_ko,Value_ko
JE-2000E_EU__v1.0__specifications__s01__r06__dimensions__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,GENERAL INFO,1,6,dimensions,,Dimensions,,1,,,36.6 x 25.5 x 27.2 cm,,Dimensions,,"36,6 x 25,5 x 27,2 cm",Dimensiones,,"36,6 x 25,5 x 27,2 cm",,,,Abmessungen,,"36,6 x 25,5 x 27,2 cm",Dimensioni,,"36,6 x 25,5 x 27,2 cm",Розміри,,"36,6 × 25,5 × 27,2 см",,,
JE-2000E_EU__v1.0__specifications__s01__r07__cycle_life__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,GENERAL INFO,1,7,cycle_life,,Cycle Life,,1,,,6000 cycles to 70%+ capacity,,Durée de vie,,Capacité de 6000 cycles à 70 % ou plus,Ciclo de vida,,6000 ciclos de carga hasta 70 % + de capacidad,,,,Zykluslebensdauer,,6000 Zyklen bei über 70 % Restkapazität,Durata del ciclo,,6000 cicli con capacità residua superiore al 70%,Ресурс циклів,,6000 циклів до 70%+ ємності,,,
JE-2000E_EU__v1.0__specifications__s02__r01__ac_input__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,INPUT PORTS,2,1,ac_input,,1 × AC Input,,1,Charge Mode,,"220 V-240 V~ 50 Hz, 10 A max.",,1 × Entrée CA,Mode de charge,"220 V-240 V~ 50 Hz, 10 A max.",1 × Entrada CA,Modo de carga,"220 V-240 V~ 50 Hz, 10 A máx.",,,,1 × AC-Eingang,Lademodus,"220 V-240 V~ 50 Hz, 10 A max.",1 × Ingresso CA,Modalità di ricarica,"220 V-240 V~ 50 Hz, 10 A max.",1 вхід змінного струму,Режим заряджання,"220 В-240 В~ 50 Гц, 10 A макс.",,,
JE-2000E_EU__v1.0__specifications__s02__r01__ac_input__main__l02,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,INPUT PORTS,2,1,ac_input,,1 × AC Input,,2,Bypass Mode,ac_bypass,"220 V-240 V~ 50 Hz, 10 A max.",,1 × Entrée CA,Mode bypass,"220 V-240 V~ 50 Hz, 10 A max.",1 × Entrada CA,Modo bypass,"220 V-240 V~ 50 Hz, 10 A máx.",,,,1 × AC-Eingang,Bypass-Modus,"220 V-240 V~ 50 Hz, 10 A max.",1 × Ingresso CA,Modalità bypass,"220 V-240 V~ 50 Hz, 10 A max.",1 вхід змінного струму,Режим байпасу,"220 В-240 В~ 50 Гц, 10 A макс.",,,
JE-2000E_EU__v1.0__specifications__s02__r02__dc8020_ports__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,INPUT PORTS,2,2,dc8020_ports,,2 × DC8020 Ports,,1,,,"11 V-16 V⎓8 A max., Double to 8 A max.",,2 × Ports DC8020,,"11 V-16 V⎓8 A max., Double à 8 A max.",2 × Puertos DC8020,,"11 V-16 V⎓8 A máx., Doble a 8 A máx.",,,,2 × DC8020-Anschlüsse,,"11–16 V⎓8 A max., bei Verwendung beider Eingänge bis zu 8 A max.",2 porte DC8020,,"11 V-16 V⎓8 A max., fino a 8 A max. con doppio ingresso",2 порти DC8020,,"11–16 В⎓8 А макс., до 8 А макс. при використанні двох входів",,,
JE-2000E_EU__v1.0__specifications__s02__r02__dc8020_ports__main__l02,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,INPUT PORTS,2,2,dc8020_ports,,2 × DC8020 Ports,,2,,,"16 V-60 V⎓12 A, Double to 21 A / 800 W max.",,2 × Ports DC8020,,"16 V-60 V⎓12 A, Double à 21 A / 800 W max.",2 × Puertos DC8020,,"16 V-60 V⎓12 A, Doble hasta 21 A / 800 W máx.",,,,2 × DC8020-Anschlüsse,,"16–60 V⎓12 A, bei Verwendung beider Eingänge bis zu 21 A / 800 W max.",2 porte DC8020,,"16 V-60 V⎓12 A, fino a 21 A / 800 W max. con doppio ingresso",2 порти DC8020,,"16–60 В⎓12 А, до 21 А / 800 Вт макс. при використанні двох входів",,,
JE-2000E_EU__v1.0__specifications__s03__r01__ac_output__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,1,ac_output,,3 × AC,,1,,,"230 V~ 50 Hz, 10 A max., 2400 W rated total, 4800 W surge peak",,3 × Sortie CA,,"230 V~ 50 Hz, 10 A max., 2400 W nominal au total, 4800 W pointe de surtension",2 × Salidas CA,,"230 V~ 50 Hz, 10 A máx., 2400 W nominal total, 4800 W pico de sobrecarga",,,,2 × AC-Ausgänge,,"230 V~ 50 Hz, 10 A max., 2400 W Nennleistung insgesamt, 4800 W Spitzenleistung",2 × uscite CA,,"230 V~ 50 Hz, 10 A max., 2400 W nominali totali, 4800 W di picco",2 виходи змінного струму,,"230 В~ 50 Гц, 10 A макс., номінальна потужність 2400 Вт загалом, пікова потужність 4800 Вт",,,
JE-2000E_EU__v1.0__specifications__s03__r02__ac_output_bypass__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,2,ac_output_bypass,,AC Output in Bypass Mode,ac_bypass,1,,,"220 V-240 V~ 50 Hz, 10 A max.",,Sortie CA en mode bypass,,"230 V~ 50 Hz, 10 A max.",Salida de CA en modo bypass,,"230 V~ 50 Hz, 10 A máx.",,,,AC-Ausgang im Bypass-Modus,,"230 V~ 50 Hz, 10 A max.",Uscita CA in modalità bypass,,"230 V~ 50 Hz, 10 A max.",Вихід змінного струму у байпасному режимі,,"230 В~ 50 Гц, 10 A макс.",,,
JE-2000E_EU__v1.0__specifications__s03__r03__usb_c__140w__l02,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,3,usb_c,140w,2 × USB-C,,2,,,"140 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A, 28 V⎓5 A",,2 × Sortie USB-C,,"140 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A, 28 V⎓5 A",2 × Salidas USB-C,,"140 W máx., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A, 28 V⎓5 A",,,,2 × USB-C-Ausgang,,"140 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A, 28 V⎓5 A",2 × Uscita USB-C,,"140 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A, 28 V⎓5 A",2 виходи USB-C,,"140 Вт макс., 5 В⎓3 A, 9 В⎓3 A, 12 В⎓3 A, 15 В⎓3 A, 20 В⎓5 A, 28 В⎓5 A",,,
JE-2000E_EU__v1.0__specifications__s03__r03__usb_c__30w__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,3,usb_c,30w,2 × USB-C,,1,,,"30 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2.5 A, 15 V⎓2 A, 20 V⎓1.5 A",,2 × Sortie USB-C,,"30 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2,5 A, 15 V⎓2 A, 20 V⎓1,5 A",2 × Salidas USB-C,,"30 W máx., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2,5 A, 15 V⎓2 A, 20 V⎓1,5 A",,,,2 × USB-C-Ausgang,,"30 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2,5 A, 15 V⎓2 A, 20 V⎓1,5 A",2 × Uscita USB-C,,"30 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2,5 A, 15 V⎓2 A, 20 V⎓1,5 A",2 виходи USB-C,,"30 Вт макс., 5 В⎓3 A, 9 В⎓3 A, 12 В⎓2,5 A, 15 В⎓2 A, 20 В⎓1,5 A",,,
JE-2000E_EU__v1.0__specifications__s03__r04__usb_a__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,4,usb_a,,1 × USB-A,,1,,,"18 W max., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1.5 A",,1 × Sortie USB-A,,"18 W max., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1,5 A",1 × Salida USB-A,,"18 W máx., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1,5 A",,,,1 × USB-A-Ausgang,,"18 W max., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1,5 A",1 × Uscita USB-A,,"18 W max., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1,5 A",1 вихід USB-A,,"18 Вт макс., 5-6 В⎓3 A, 6-9 В⎓2 A, 9-12 В⎓1,5 A",,,
JE-2000E_EU__v1.0__specifications__s03__r05__dc12_port__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,5,dc12_port,,1 × DC 12 V Port,,1,,,12 V⎓10 A max.,,1 × Port CC 12 V,,12 V⎓10 A max.,1 × Puerto CC 12 V,,12 V⎓10 A máx.,,,,1 × DC 12 V-Anschluss,,12 V⎓10 A max.,1 × Porta CC 12 V,,12 V⎓10 A max.,1 × порт DC 12 В,,12 В⎓10 А макс.,,,
JE-2000E_EU__v1.0__specifications__s04__r01__charging_temperature__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,charging_temperature,,Charging Temperature,,1,,,-10 °C to 45 °C,,Température de charge,,-10 °C à 45 °C,Temperatura de carga,,-10 °C a 45 °C,,,,Ladtemperatur,,von -10 °C bis 45 °C,Temperatura di ricarica,,da -10 °C a 45 °C,Температура заряджання,,від -10 °C до 45 °C,,,
JE-2000E_EU__v1.0__specifications__s04__r02__discharging_temperature__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,specifications,ENVIRONMENTAL OPERATING TEMPERATURE,4,2,discharging_temperature,,Discharging Temperature,,1,,,-10 °C to 45 °C,,Température de décharge,,-10 °C à 45 °C,Temperatura de descarga,,-10 °C a 45 °C,,,,Entladetemperatur,,von -10 °C bis 45 °C,Temperatura di scarico,,da -10 °C a 45 °C,Температура розряду,,від -10 °C до 45 °C,,,
JE-2000E_EU__v1.0__storage__s04__r01__storage_temperature__main__l01,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,storage_temperature,,Storage Temperature,,1,1 month,,-20 °C to 45 °C (0-60 % RH),,,1 mois,-20 °C à 45 °C (0-60 % HR),,1 monat,-20 °C a 45 °C (0-60 % HR),Storage Temperature,1 month,,,1 mes,von -20 °C bis 45 °C (0–60 % rF),,1 mese,da -20 °C a 45 °C (0-60% UR),,1 місяць,від -20 °C до 45 °C (0-60 % RH),,,
JE-2000E_EU__v1.0__storage__s04__r01__storage_temperature__main__l02,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,storage_temperature,,Storage Temperature,,2,3 months,,0 °C to 45 °C (0-60 % RH),,,3 mois,0 °C à 45 °C (0-60 % HR),,3 monate,0 °C a 45 °C (0-60 % HR),Storage Temperature,3 months,,,3 meses,von 0 °C bis 45 °C (0–60 % rF),,3 mesi,da 0 °C a 45 °C (0-60% UR),,3 місяці,від 0 °C до 45 °C (0-60 % RH),,,
JE-2000E_EU__v1.0__storage__s04__r01__storage_temperature__main__l03,JE-2000E_EU,JE-2000E,EU,en,1.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,storage_temperature,,Storage Temperature,,3,12 months,,0 °C to 25 °C (0-60 % RH),,,12 mois,0 °C à 25 °C (0-60 % HR),,12 monate,0 °C a 25 °C (0-60 % HR),Storage Temperature,12 months,,,12 meses,von 0 °C bis 25 °C (0–60 % rF),,12 mesi,da 0 °C a 25 °C (0-60% UR),,12 місяців,від 0 °C до 25 °C (0-60 % RH),,,
